dataset,dx,mean,std,roi
B-SNIP,control_schizophrenia,2.4492545189491075,0.8764686320259382,Right precuneus
B-SNIP,control_schizophrenia,2.7404304994911017,0.9943529204739502,Right rostralanteriorcingulate
B-SNIP,control_schizophrenia,2.4238426529634034,0.8921274562472848,Right rostralmiddlefrontal
B-SNIP,control_schizophrenia,2.794021475787396,0.8814725096462785,Right superiorfrontal
B-SNIP,control_schizophrenia,2.264358807695352,0.8997243561084057,Right superiorparietal
B-SNIP,control_schizophrenia,2.962285852855013,0.9449987947895979,Right superiortemporal
B-SNIP,control_schizophrenia,2.669133216374447,0.9118153936948639,Right supramarginal
B-SNIP,control_schizophrenia,2.7350856577207248,0.8365396931552531,Right frontalpole
B-SNIP,control_schizophrenia,3.6366162467888183,0.9408312791162202,Right temporalpole
B-SNIP,control_schizophrenia,2.5274420959894424,1.0049229046590664,Right transversetemporal
B-SNIP,control_schizophrenia,3.077009636719958,1.074331121490433,Right insula
B-SNIP,schizophrenia,2.2731059290270563,0.8540682319658388,Left bankssts
B-SNIP,schizophrenia,2.4018464964600184,0.9750114592805184,Left caudalanteriorcingulate
B-SNIP,schizophrenia,2.3747500933715378,1.015367289131323,Left caudalmiddlefrontal
B-SNIP,schizophrenia,1.7728900328869284,0.8572408624571147,Left cuneus
B-SNIP,schizophrenia,2.9515641957492,1.075400418607383,Left entorhinal
B-SNIP,schizophrenia,2.3147890562748112,1.1787394718866664,Left fusiform
B-SNIP,schizophrenia,2.19540294904553,0.9224314013364183,Left inferiorparietal
B-SNIP,schizophrenia,2.466172309889596,1.0884585134994842,Left inferiortemporal
B-SNIP,schizophrenia,2.146348415420007,1.0325773753445986,Left isthmuscingulate
B-SNIP,schizophrenia,1.9225389623904052,0.8292568655091263,Left lateraloccipital
B-SNIP,schizophrenia,2.387196810365915,1.0214480792099192,Left lateralorbitofrontal
B-SNIP,schizophrenia,1.8404726628603725,0.8094436905023933,Left lingual
B-SNIP,schizophrenia,2.3631051688649443,0.9622570877859763,Left medialorbitofrontal
B-SNIP,schizophrenia,2.4756864008396815,0.9429734578184202,Left middletemporal
B-SNIP,schizophrenia,2.3843909918737825,0.991722051484942,Left parahippocampal
B-SNIP,schizophrenia,2.2153555752365754,1.0040752745536954,Left paracentral
B-SNIP,schizophrenia,2.311424550023295,1.0627351135805112,Left parsopercularis
B-SNIP,schizophrenia,2.4253063529232377,1.0453509986725094,Left parsorbitalis
B-SNIP,schizophrenia,2.2769881019260945,1.039983202602561,Left parstriangularis
B-SNIP,schizophrenia,1.6558057564204096,0.9025271668655221,Left pericalcarine
B-SNIP,schizophrenia,1.9104362711052154,0.9868132382821169,Left postcentral
B-SNIP,schizophrenia,2.1759658036559544,0.9761951679564976,Left posteriorcingulate
B-SNIP,schizophrenia,2.301974210490314,1.008079554960651,Left precentral
B-SNIP,schizophrenia,2.15490496539453,1.001144072863735,Left precuneus
B-SNIP,schizophrenia,2.613176044173538,0.9673451313692801,Left rostralanteriorcingulate
B-SNIP,schizophrenia,2.2690646845055182,0.9686779205765657,Left rostralmiddlefrontal
B-SNIP,schizophrenia,2.5015043646484845,1.032776436058412,Left superiorfrontal
B-SNIP,schizophrenia,2.0381493258765686,1.0167607950511168,Left superiorparietal
B-SNIP,schizophrenia,2.4772233058941606,1.0267562677190214,Left superiortemporal
B-SNIP,schizophrenia,2.25251967835316,0.9398713717003166,Left supramarginal
B-SNIP,schizophrenia,2.6614531361972777,0.9506666040452394,Left frontalpole
B-SNIP,schizophrenia,3.2505982283800985,0.9969066332913848,Left temporalpole
B-SNIP,schizophrenia,2.2207142797386106,0.9846962787971415,Left transversetemporal
B-SNIP,schizophrenia,2.73632221677898,1.118974217226575,Left insula
B-SNIP,schizophrenia,2.3204492266514394,1.0370858194120673,Right bankssts
B-SNIP,schizophrenia,2.209709264331401,0.9721584910228568,Right caudalanteriorcingulate
B-SNIP,schizophrenia,2.2555357883574803,0.8833130926118371,Right caudalmiddlefrontal
B-SNIP,schizophrenia,1.812715385982653,0.8875506007249844,Right cuneus
B-SNIP,schizophrenia,3.0019022117110064,1.0202680277156382,Right entorhinal
B-SNIP,schizophrenia,2.336541096400582,1.1450736482207973,Right fusiform
B-SNIP,schizophrenia,2.260509685374532,0.9900673852149977,Right inferiorparietal
B-SNIP,schizophrenia,2.5083082631039897,1.158218423046229,Right inferiortemporal
B-SNIP,schizophrenia,2.1478866277432305,1.0227885647264832,Right isthmuscingulate
B-SNIP,schizophrenia,2.036677949929195,0.8405850729652716,Right lateraloccipital
B-SNIP,schizophrenia,2.325819818597856,1.04075179072499,Right lateralorbitofrontal
B-SNIP,schizophrenia,1.9479851101540755,0.8637263355252861,Right lingual
B-SNIP,schizophrenia,2.3404320922957718,0.9535916305363606,Right medialorbitofrontal
B-SNIP,schizophrenia,2.55779451509674,1.0982043217363686,Right middletemporal
B-SNIP,schizophrenia,2.3530663663409417,0.9987033676253352,Right parahippocampal
B-SNIP,schizophrenia,2.2822957297529625,0.9448740908866415,Right paracentral
B-SNIP,schizophrenia,2.3433058466343266,1.0063781113073593,Right parsopercularis
B-SNIP,schizophrenia,2.4166263938850796,0.9915328408778877,Right parsorbitalis
B-SNIP,schizophrenia,2.1803460769964915,1.052132815974308,Right parstriangularis
B-SNIP,schizophrenia,1.6910775571903602,0.8569296922291253,Right pericalcarine
B-SNIP,schizophrenia,1.941355112664607,0.9227584805126188,Right postcentral
B-SNIP,schizophrenia,2.1703152538392136,0.9493061714111733,Right posteriorcingulate
B-SNIP,schizophrenia,2.299992426181689,0.9068449362194638,Right precentral
B-SNIP,schizophrenia,2.227954788744361,0.969339037657992,Right precuneus
B-SNIP,schizophrenia,2.6299855337126865,0.9806399416549212,Right rostralanteriorcingulate
B-SNIP,schizophrenia,2.226846251241214,0.9826796017968731,Right rostralmiddlefrontal
B-SNIP,schizophrenia,2.469194342427494,0.9982281322903507,Right superiorfrontal
B-SNIP,schizophrenia,2.072663171291141,1.0059502459169434,Right superiorparietal
B-SNIP,schizophrenia,2.4495287241690944,1.140736732741838,Right superiortemporal
B-SNIP,schizophrenia,2.2448531900864634,0.9779389825463037,Right supramarginal
B-SNIP,schizophrenia,2.7418340053893204,1.0203420610590075,Right frontalpole
B-SNIP,schizophrenia,3.3075924197798328,1.0946717131936403,Right temporalpole
B-SNIP,schizophrenia,2.2125358693590007,1.0249047462284786,Right transversetemporal
B-SNIP,schizophrenia,2.6958179412531575,1.062738844942435,Right insula
BrainGluSchi,control_schizophrenia,2.576690137466513,0.800537015741647,Left bankssts
BrainGluSchi,control_schizophrenia,2.522898751684213,0.9340831759987059,Left caudalanteriorcingulate
BrainGluSchi,control_schizophrenia,2.7067397932612676,0.8134147813129483,Left caudalmiddlefrontal
BrainGluSchi,control_schizophrenia,1.9774124762444807,1.052491247127846,Left cuneus
BrainGluSchi,control_schizophrenia,3.1847686509462383,0.9043375639775407,Left entorhinal
BrainGluSchi,control_schizophrenia,2.873962422529962,0.7799732571759292,Left fusiform
BrainGluSchi,control_schizophrenia,2.5915201071397393,0.8082275802460767,Left inferiorparietal
BrainGluSchi,control_schizophrenia,2.904461481289589,0.8343214789472615,Left inferiortemporal
BrainGluSchi,control_schizophrenia,2.401535063074251,1.0025909601007625,Left isthmuscingulate
BrainGluSchi,control_schizophrenia,2.2934753292170234,0.7184681128038729,Left lateraloccipital
BrainGluSchi,control_schizophrenia,2.8641645689908337,0.8038855043713604,Left lateralorbitofrontal
BrainGluSchi,control_schizophrenia,2.1804141637070864,0.8620625961143787,Left lingual
BrainGluSchi,control_schizophrenia,2.646781080704893,0.6507651583804018,Left medialorbitofrontal
BrainGluSchi,control_schizophrenia,2.8707637732128615,0.7159658707257748,Left middletemporal
BrainGluSchi,control_schizophrenia,2.7997090387671233,0.9327857482671915,Left parahippocampal
BrainGluSchi,control_schizophrenia,2.5796706048279967,0.825340641697156,Left paracentral
BrainGluSchi,control_schizophrenia,2.829506053305955,0.961317220436829,Left parsopercularis
BrainGluSchi,control_schizophrenia,2.8750037484421216,0.9195060146053955,Left parsorbitalis
BrainGluSchi,control_schizophrenia,2.722421812416627,0.8267137026610086,Left parstriangularis
BrainGluSchi,control_schizophrenia,1.6475821375539685,0.7604525688831972,Left pericalcarine
BrainGluSchi,control_schizophrenia,2.3180562923140267,0.8569906169211836,Left postcentral
BrainGluSchi,control_schizophrenia,2.534633886638949,0.984215838012773,Left posteriorcingulate
BrainGluSchi,control_schizophrenia,2.7273487554343285,0.9231899423146005,Left precentral
BrainGluSchi,control_schizophrenia,2.552063089066002,0.9499835637245614,Left precuneus
BrainGluSchi,control_schizophrenia,2.89845537258221,0.7484210441140859,Left rostralanteriorcingulate
BrainGluSchi,control_schizophrenia,2.607384112650791,0.7475130833501771,Left rostralmiddlefrontal
BrainGluSchi,control_schizophrenia,2.894581333696838,0.6910515339514888,Left superiorfrontal
BrainGluSchi,control_schizophrenia,2.356671462141279,0.8591100229798289,Left superiorparietal
BrainGluSchi,control_schizophrenia,3.006941918594945,0.9109059430374044,Left superiortemporal
BrainGluSchi,control_schizophrenia,2.759680807736678,0.7482767562932213,Left supramarginal
BrainGluSchi,control_schizophrenia,2.859198000261254,0.8567552323003631,Left frontalpole
BrainGluSchi,control_schizophrenia,3.4630894622690676,0.8988368636503384,Left temporalpole
BrainGluSchi,control_schizophrenia,2.523456300643828,0.8108064899983402,Left transversetemporal
BrainGluSchi,control_schizophrenia,3.172024437457382,0.9735952433806387,Left insula
BrainGluSchi,control_schizophrenia,2.661829436898941,0.8958835862338914,Right bankssts
BrainGluSchi,control_schizophrenia,2.5173182901490865,0.9128271329132494,Right caudalanteriorcingulate
BrainGluSchi,control_schizophrenia,2.7202055333877455,0.7825745339073887,Right caudalmiddlefrontal
BrainGluSchi,control_schizophrenia,1.99309567995769,0.730596537098526,Right cuneus
BrainGluSchi,control_schizophrenia,3.279854865244371,0.9120192882898193,Right entorhinal
BrainGluSchi,control_schizophrenia,2.9564992481197234,0.7195234803629497,Right fusiform
BrainGluSchi,control_schizophrenia,2.663933175612441,0.8446275371414794,Right inferiorparietal
BrainGluSchi,control_schizophrenia,2.9895406617920393,0.8555198183226793,Right inferiortemporal
BrainGluSchi,control_schizophrenia,2.3673742258417803,0.7756705408240749,Right isthmuscingulate
BrainGluSchi,control_schizophrenia,2.418361723679582,0.7734765843236113,Right lateraloccipital
BrainGluSchi,control_schizophrenia,2.8387305504423046,0.8413641513236692,Right lateralorbitofrontal
BrainGluSchi,control_schizophrenia,2.164662931904086,0.7972405329723684,Right lingual
BrainGluSchi,control_schizophrenia,2.6290802181543356,0.7616185292721208,Right medialorbitofrontal
BrainGluSchi,control_schizophrenia,2.9865967586305007,0.783882660916671,Right middletemporal
BrainGluSchi,control_schizophrenia,2.692102134856505,0.8826406139396801,Right parahippocampal
BrainGluSchi,control_schizophrenia,2.559777042717365,0.9178494691944277,Right paracentral
BrainGluSchi,control_schizophrenia,2.8872394789613574,0.9798517636338553,Right parsopercularis
BrainGluSchi,control_schizophrenia,2.8960323751306327,0.9653903910480259,Right parsorbitalis
BrainGluSchi,control_schizophrenia,2.6965851976866144,0.7557658432559992,Right parstriangularis
BrainGluSchi,control_schizophrenia,1.6885565291449391,0.7791847299872944,Right pericalcarine
BrainGluSchi,control_schizophrenia,2.3002422018488367,0.9366483309145884,Right postcentral
BrainGluSchi,control_schizophrenia,2.5380036890727005,0.796849181666609,Right posteriorcingulate
BrainGluSchi,control_schizophrenia,2.7201309107180824,0.8992726395299061,Right precentral
BrainGluSchi,control_schizophrenia,2.576988640258911,0.8640987177284742,Right precuneus
BrainGluSchi,control_schizophrenia,2.760787297827071,0.8819658540092122,Right rostralanteriorcingulate
BrainGluSchi,control_schizophrenia,2.517487649320214,0.6578376097312791,Right rostralmiddlefrontal
BrainGluSchi,control_schizophrenia,2.873506953808694,0.6661206891464746,Right superiorfrontal
BrainGluSchi,control_schizophrenia,2.4071876060382564,0.8470552963315595,Right superiorparietal
BrainGluSchi,control_schizophrenia,3.0602590665127094,0.9007196025460432,Right superiortemporal
BrainGluSchi,control_schizophrenia,2.8184247107111458,0.9213773011026508,Right supramarginal
BrainGluSchi,control_schizophrenia,2.8348655066040265,0.8924904596799118,Right frontalpole
BrainGluSchi,control_schizophrenia,3.659994306606524,0.8581307907500242,Right temporalpole
BrainGluSchi,control_schizophrenia,2.550869045781648,0.887441809331999,Right transversetemporal
BrainGluSchi,control_schizophrenia,3.2703322364514693,0.876997750516208,Right insula
BrainGluSchi,schizophrenia,2.3090954194654563,0.8550012015496261,Left bankssts
BrainGluSchi,schizophrenia,2.368734776015452,0.7005432278922188,Left caudalanteriorcingulate
BrainGluSchi,schizophrenia,2.3193996549667735,0.7495097809410202,Left caudalmiddlefrontal
BrainGluSchi,schizophrenia,1.7854670720726231,0.9091468730930172,Left cuneus
BrainGluSchi,schizophrenia,3.0010761310982423,0.946023706726503,Left entorhinal
BrainGluSchi,schizophrenia,2.329106913328648,0.816603818246364,Left fusiform
BrainGluSchi,schizophrenia,2.183933390724613,0.8458079258101494,Left inferiorparietal
BrainGluSchi,schizophrenia,2.4687847020999287,0.8207767701547906,Left inferiortemporal
BrainGluSchi,schizophrenia,2.137396255192958,0.8508862547329763,Left isthmuscingulate
BrainGluSchi,schizophrenia,1.9622970998193732,0.755439478906788,Left lateraloccipital
BrainGluSchi,schizophrenia,2.3421889770226474,0.7943077046421811,Left lateralorbitofrontal
BrainGluSchi,schizophrenia,1.831915589309307,0.8053742652820495,Left lingual
BrainGluSchi,schizophrenia,2.2474261497939154,0.7229128572680941,Left medialorbitofrontal
BrainGluSchi,schizophrenia,2.654071131455551,0.8587355522669179,Left middletemporal
BrainGluSchi,schizophrenia,2.4032427312088123,1.0104440605834606,Left parahippocampal
BrainGluSchi,schizophrenia,2.1880323269650486,0.9686418996019821,Left paracentral
BrainGluSchi,schizophrenia,2.299239002027948,0.9886291809305414,Left parsopercularis
BrainGluSchi,schizophrenia,2.4285428691641897,0.8239993422584899,Left parsorbitalis
BrainGluSchi,schizophrenia,2.1850816939677027,0.8216739912291614,Left parstriangularis
BrainGluSchi,schizophrenia,1.6957759518666942,0.7682231844596724,Left pericalcarine
BrainGluSchi,schizophrenia,1.8422718355038488,0.7786187909042455,Left postcentral
BrainGluSchi,schizophrenia,2.206482304153198,0.8454570595879003,Left posteriorcingulate
BrainGluSchi,schizophrenia,2.265382595309011,0.7488891518800989,Left precentral
BrainGluSchi,schizophrenia,2.137147749252351,1.000117334168707,Left precuneus
BrainGluSchi,schizophrenia,2.4952269578724726,0.8275966177924133,Left rostralanteriorcingulate
BrainGluSchi,schizophrenia,2.1417973348083077,0.6329874375674979,Left rostralmiddlefrontal
BrainGluSchi,schizophrenia,2.4977498558496016,0.8411386664421979,Left superiorfrontal
BrainGluSchi,schizophrenia,2.012983933739776,0.8922413237565706,Left superiorparietal
BrainGluSchi,schizophrenia,2.452952198669134,0.9992563019272204,Left superiortemporal
BrainGluSchi,schizophrenia,2.1986475564778476,0.8382772102197212,Left supramarginal
BrainGluSchi,schizophrenia,2.6369035611199343,0.7280674701087001,Left frontalpole
BrainGluSchi,schizophrenia,3.4037566554406973,0.9017571667131831,Left temporalpole
BrainGluSchi,schizophrenia,2.22764139977933,0.8396187290085282,Left transversetemporal
BrainGluSchi,schizophrenia,2.6172897513509574,0.9618599739597288,Left insula
BrainGluSchi,schizophrenia,2.3935375714846985,1.045865525258138,Right bankssts
BrainGluSchi,schizophrenia,2.2187211940447518,0.7113773525831639,Right caudalanteriorcingulate
BrainGluSchi,schizophrenia,2.257995951222516,1.041909644700096,Right caudalmiddlefrontal
BrainGluSchi,schizophrenia,1.823551197465196,0.9018260611828351,Right cuneus
BrainGluSchi,schizophrenia,3.0468240592204037,0.9102788762187204,Right entorhinal
BrainGluSchi,schizophrenia,2.304787202586127,0.8979888965701549,Right fusiform
BrainGluSchi,schizophrenia,2.1781937960339257,0.9163763457106927,Right inferiorparietal
BrainGluSchi,schizophrenia,2.4517282514731864,0.7787015153668736,Right inferiortemporal
BrainGluSchi,schizophrenia,2.1637776507606774,0.9809870134013516,Right isthmuscingulate
BrainGluSchi,schizophrenia,1.934310612780037,0.8025179845809502,Right lateraloccipital
BrainGluSchi,schizophrenia,2.303095492367893,0.9217236087733589,Right lateralorbitofrontal
BrainGluSchi,schizophrenia,1.8648508061540612,0.8436377966234357,Right lingual
BrainGluSchi,schizophrenia,2.2227112243933,0.7393819068152837,Right medialorbitofrontal
BrainGluSchi,schizophrenia,2.5792818254745162,0.9299882896354551,Right middletemporal
BrainGluSchi,schizophrenia,2.4378685047769575,0.850749035863974,Right parahippocampal
BrainGluSchi,schizophrenia,2.2401537683718358,0.8819684513133351,Right paracentral
BrainGluSchi,schizophrenia,2.2275414285577892,0.8649216410651924,Right parsopercularis
BrainGluSchi,schizophrenia,2.3953378763341395,0.8648047852691327,Right parsorbitalis
BrainGluSchi,schizophrenia,2.196251190448104,0.7545322996330249,Right parstriangularis
BrainGluSchi,schizophrenia,1.631565954315555,0.7528439162792632,Right pericalcarine
BrainGluSchi,schizophrenia,1.865088333021766,1.0842962605703323,Right postcentral
BrainGluSchi,schizophrenia,2.1924094050487564,0.9071912917972711,Right posteriorcingulate
BrainGluSchi,schizophrenia,2.1951412500332506,0.943310410325896,Right precentral
BrainGluSchi,schizophrenia,2.1370349359414464,0.9838327145184242,Right precuneus
BrainGluSchi,schizophrenia,2.6322581746779794,0.9612600286334655,Right rostralanteriorcingulate
BrainGluSchi,schizophrenia,2.1679077850824275,0.6919675453811931,Right rostralmiddlefrontal
BrainGluSchi,schizophrenia,2.4543400646057307,0.7936446848503994,Right superiorfrontal
BrainGluSchi,schizophrenia,1.9585088293953332,1.0577289812174977,Right superiorparietal
BrainGluSchi,schizophrenia,2.4562120826528306,0.8749475783871188,Right superiortemporal
BrainGluSchi,schizophrenia,2.17552609424593,0.9397603740181655,Right supramarginal
BrainGluSchi,schizophrenia,2.630766714548595,0.9373014993235783,Right frontalpole
BrainGluSchi,schizophrenia,3.3552711854912007,0.98149835005243,Right temporalpole
BrainGluSchi,schizophrenia,2.257005296641482,0.8179710586654865,Right transversetemporal
BrainGluSchi,schizophrenia,2.5684901004180047,0.9148765803374512,Right insula
CNP,control_schizophrenia,2.4621637479537726,0.7329421458899967,Left bankssts
CNP,control_schizophrenia,2.4518028677028987,0.8932428517616072,Left caudalanteriorcingulate
CNP,control_schizophrenia,2.562871821007943,0.740803100006428,Left caudalmiddlefrontal
CNP,control_schizophrenia,1.8891879978753827,1.0260660861301087,Left cuneus
CNP,control_schizophrenia,3.094763760680725,0.8744976904118439,Left entorhinal
CNP,control_schizophrenia,2.6392297293556575,0.6949983346031692,Left fusiform
CNP,control_schizophrenia,2.433467567024044,0.6974142986447601,Left inferiorparietal
CNP,control_schizophrenia,2.76862908364765,0.7230012138845977,Left inferiortemporal
CNP,control_schizophrenia,2.2532771287076243,0.8942981764895205,Left isthmuscingulate
CNP,control_schizophrenia,2.1653306887402928,0.783138029950513,Left lateraloccipital
CNP,control_schizophrenia,2.625659595921431,0.7006336530791061,Left lateralorbitofrontal
CNP,control_schizophrenia,2.061953123823417,0.8795610117837311,Left lingual
CNP,control_schizophrenia,2.4025566368641047,0.6136764797533139,Left medialorbitofrontal
CNP,control_schizophrenia,2.9359755869664843,0.8957566065839042,Left middletemporal
CNP,control_schizophrenia,2.5635876849909893,0.9489545506230112,Left parahippocampal
CNP,control_schizophrenia,2.4031118042050466,0.763094357157541,Left paracentral
CNP,control_schizophrenia,2.6568397537336046,0.780975936614029,Left parsopercularis
CNP,control_schizophrenia,2.6073077508896563,0.7742644472471917,Left parsorbitalis
CNP,control_schizophrenia,2.4687881292424794,0.7380927082096417,Left parstriangularis
CNP,control_schizophrenia,1.7191029188237619,1.0049997831353972,Left pericalcarine
CNP,control_schizophrenia,2.1483807992758495,0.7490282217047731,Left postcentral
CNP,control_schizophrenia,2.3588293308068544,0.8109955146972596,Left posteriorcingulate
CNP,control_schizophrenia,2.5698110271303336,0.705394093646301,Left precentral
CNP,control_schizophrenia,2.3905685854608065,0.7899088706617974,Left precuneus
CNP,control_schizophrenia,2.736197418586178,0.8585152584272854,Left rostralanteriorcingulate
CNP,control_schizophrenia,2.4060436631098185,0.6854206751149092,Left rostralmiddlefrontal
CNP,control_schizophrenia,2.6977567722072493,0.76764535458652,Left superiorfrontal
CNP,control_schizophrenia,2.2030801005578815,0.7451927295237449,Left superiorparietal
CNP,control_schizophrenia,2.810846875007295,0.8034521058875621,Left superiortemporal
CNP,control_schizophrenia,2.5404638137063165,0.7462473084845527,Left supramarginal
CNP,control_schizophrenia,2.7249786270142726,0.7849711569012728,Left frontalpole
CNP,control_schizophrenia,3.4556679603886384,0.8670174704221513,Left temporalpole
CNP,control_schizophrenia,2.4563227898110886,0.9089195317280173,Left transversetemporal
CNP,control_schizophrenia,2.976402585945699,0.8387496581616075,Left insula
CNP,control_schizophrenia,2.5740250402107296,0.9088095202669121,Right bankssts
CNP,control_schizophrenia,2.3328894182364,0.7318348916538108,Right caudalanteriorcingulate
CNP,control_schizophrenia,2.512015591886638,0.7281906316115341,Right caudalmiddlefrontal
CNP,control_schizophrenia,1.9628689259549088,0.8782077643228688,Right cuneus
CNP,control_schizophrenia,3.1965525835972652,0.85873884604738,Right entorhinal
CNP,control_schizophrenia,2.6754709527910965,0.7270055763413797,Right fusiform
CNP,control_schizophrenia,2.477352807764654,0.7289904706313731,Right inferiorparietal
CNP,control_schizophrenia,2.7830896809462664,0.7852341465186259,Right inferiortemporal
CNP,control_schizophrenia,2.309936864527211,0.7614018218958672,Right isthmuscingulate
CNP,control_schizophrenia,2.2573522290765586,0.767495677468611,Right lateraloccipital
CNP,control_schizophrenia,2.5544674541347034,0.7216022257416557,Right lateralorbitofrontal
CNP,control_schizophrenia,2.1029737014497223,0.7602791316460402,Right lingual
CNP,control_schizophrenia,2.448893247762656,0.5613293168576252,Right medialorbitofrontal
CNP,control_schizophrenia,2.8917266019137675,0.8164268995827672,Right middletemporal
CNP,control_schizophrenia,2.5656012384768245,0.8945743956315024,Right parahippocampal
CNP,control_schizophrenia,2.444492849295145,0.7343575698730364,Right paracentral
CNP,control_schizophrenia,2.6215333506348713,0.670441923389321,Right parsopercularis
CNP,control_schizophrenia,2.627832824265609,0.7266746665903844,Right parsorbitalis
CNP,control_schizophrenia,2.478568472683845,0.6823306980867173,Right parstriangularis
CNP,control_schizophrenia,1.7704563549487418,0.9789218527445351,Right pericalcarine
CNP,control_schizophrenia,2.142868349541775,0.7659478370680808,Right postcentral
CNP,control_schizophrenia,2.4144854521318986,0.7153266979338031,Right posteriorcingulate
CNP,control_schizophrenia,2.497701126534144,0.7236957440552833,Right precentral
CNP,control_schizophrenia,2.4056154803644527,0.7031542053228471,Right precuneus
CNP,control_schizophrenia,2.691663072243193,0.8472269723978174,Right rostralanteriorcingulate
